,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type1_combo,poi_socket_type1_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
814,5904,6,Budapest Rózsadomb Center posta,205,1282,Budapest,Törökvész út,87-91,,POINT (47.52897 19.00545),Törökvész út 87-91,,,,,,,,,,,,,,,,,+36 1 235 2819,Budapest_RozsadombCenter_postavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.5291191,19.0056877,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,4742896959,OSM_object_type.node,6,0,2020-05-13T11:36:15Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'addr:postcode': '1282', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest Rózsadomb Center posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'opening_hours:covid19': 'Mo-Fr 08:00-15:00', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 235 2818; +36 1 235 2819', 'website': 'http://www.rozsadombcenter.hu/uzlet/posta', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-05-04', 'opening_hours': 'Mo-Fr 08:00-19:00', 'payment:debit_cards': 'yes', 'addr:housenumber': '87-91', 'addr:street': 'Törökvész út'}",,0,
815,5338,6,Budapest - Pesthidegkút 1. számú posta,206,1285,Budapest,Hidegkúti út,167,,POINT (47.5636 18.96206),Hidegkúti út 167,,,,,,,,,,,,,,,,,+36 1 391 6601,Budapest-Pesthidegkut1postavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,,,16:00:00,16:00:00,16:00:00,16:00:00,16:00:00,,,,,,,,,,,,,,,,,12:00:00,12:30:00,False,"Mo-Fr 09:00-12:00,12:30-16:00; PH off","{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 12:17:26.788131+00:00,,,47.5637878,18.9620297,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,343687015,OSM_object_type.node,6,0,2020-04-29T16:41:38Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'addr:postcode': '1285', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest - Pesthidegkút 1. számú posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'opening_hours:covid19': 'same', 'wheelchair': 'yes', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 391 6601', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'opening_hours': 'Mo-Fr 09:00-12:00,12:30-16:00; PH off', 'payment:debit_cards': 'yes', 'addr:housenumber': '167', 'addr:street': 'Hidegkúti út'}",,0,
816,5382,6,Budapest 114. számú - Mammut posta,208,1290,Budapest,Lövőház utca,2-6,,POINT (47.50869 19.02516),Lövőház utca 2-6,,,,,,,,,,,,,,,,,+36 1 235 2830,Budapest114_Mammut_postavezetes@posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,09:00:00,09:00:00,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,09:00:00,09:00:00,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.5095063,19.026588,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,2792369282,OSM_object_type.node,6,0,2020-04-29T16:41:38Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'is_in': 'Mammut II.', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '1290', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'level': '3', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 114. számú - Mammut posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 235 2830', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'ref': '114', 'addr:housenumber': '1-5', 'payment:debit_cards': 'yes', 'addr:street': 'Lövőház utca', 'name': 'Posta'}",,140.50904456,
817,5384,6,Budapest 3. számú posta,209,1300,Budapest,Kiscelli utca,7-9,,POINT (47.53896 19.04114),Kiscelli utca 7-9,,,,,,,,,,,,,,,,,+36 1 368 8421,Budapest3postavezetes@posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.53895655,19.041252519635343,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,251575935,OSM_object_type.way,6,0,2020-08-02T10:51:21Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'addr:postcode': '1300', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 3. számú posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'wheelchair': 'yes', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 368 8421', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-05-04', 'opening_hours': 'Mo-Fr 08:00-19:00', 'source': 'Bing', 'addr:housenumber': '7-9', 'payment:debit_cards': 'yes', 'building': 'public', 'addr:street': 'Kiscelli utca'}","[2577799525, 471830779, 2577799506, 2577799504, 2577799522, 2577799524, 2577799515, 2577799516, 2577799507, 2577799508, 2577799509, 2577799512, 2577799511, 2577799513, 2577799518, 2577799517, 2577799521, 2577799523, 2577799525]",0,
818,5364,6,Budapest 30. számú posta,210,1301,Budapest,Kolosy tér,5-6,,POINT (47.52784 19.03794),Kolossy tér 5-6,,,,,,,,,,,,,,,,,+36 1 250 8282,Budapest30postavezetes@posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.5278984,19.037768,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,3026789782,OSM_object_type.node,5,0,2020-04-29T16:41:38Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'addr:postcode': '1301', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 30. számú posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'wheelchair': 'no', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 250 8282', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'opening_hours': 'Mo-Fr 08:00-19:00', 'payment:debit_cards': 'yes', 'addr:housenumber': '5-6', 'addr:street': 'Kolosy tér'}",,0,
819,5046,6,Budapest 31. számú posta,211,1302,Budapest,Római tér,3,,POINT (47.56845 19.04992),Római tér 3,,,,,,,,,,,,,,,,,+36 1 430 2950,Budapest31postavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.5685409,19.0499401,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,3465236153,OSM_object_type.node,5,0,2020-04-29T16:41:38Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'addr:postcode': '1302', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 31. számú posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'source:date': '2016-08-22', 'wheelchair': 'yes', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 430 2950', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'opening_hours': 'Mo-Fr 08:00-19:00', 'source': 'posta.hu', 'addr:housenumber': '3', 'payment:debit_cards': 'yes', 'url': 'http://turistautak.hu/poi.php?id=74228', 'addr:street': 'Római tér'}",,0,
820,5047,6,Budapest 32. számú - Bécsi úti TESCO posta,212,1303,Budapest,Bécsi út,262,,POINT (47.56256 19.02119),Bécsi út 262,,,,,,,,,,,,,,,,,,Budapest32-BecsiutiTESCOpostavezetes@iph.posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.562566,19.021198,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464151038,OSM_object_type.node,3,0,2020-05-12T21:34:36Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '1303', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 32. számú - Bécsi úti TESCO posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 767 8200', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:debit_cards': 'yes', 'addr:housenumber': '262', 'addr:street': 'Bécsi út'}",,0,
821,5061,6,Budapest 33. számú posta,213,1304,Budapest,Pethe Ferenc tér,1,,POINT (47.55701 19.04348),Pethe Ferenc tér 1,,,,,,,,,,,,,,,,,+36 1 367 1996,Budapest33postavezetes1@posta.hu,,,,,,,,,,,,,,,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.55701,19.04348,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464151037,OSM_object_type.node,1,0,2020-04-29T16:41:38Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '1304', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 33. számú posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 367 1996', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:debit_cards': 'yes', 'addr:housenumber': '1', 'addr:street': 'Pethe Ferenc tér'}",,0,
822,5358,6,Budapest 34. számú posta,214,1305,Budapest,Flórián tér,6-9,,POINT (47.54217 19.04016),Flórián tér 6-9,,,,,,,,,,,,,,,,,+36 1 368 9293,Budapest34postavezetes@posta.hu,,,,,,,,,,,,,,,,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.542178,19.040164,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464151036,OSM_object_type.node,1,0,2020-04-29T16:41:38Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'fixme': 'verify import', 'addr:postcode': '1305', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest 34. számú posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'wheelchair': 'yes', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 368 9293', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'opening_hours': 'Mo-Fr 08:00-19:00', 'source': 'Bing', 'addr:housenumber': '6-9', 'payment:debit_cards': 'yes', 'building': 'public', 'addr:street': 'Flórián tér'}",,0,
823,5072,6,Budapest Eurocenter posta,215,1307,Budapest,Bécsi út,154,,POINT (47.54657 19.02788),Bécsi út 154,,,,,,,,,,,,,,,,,,Budapest_Eurocenter_postavezetes@posta.hu,,,,,,,,,,,,,,,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.54657,19.02788,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,,,,,2020-10-03T18:03:38Z,,,,True
824,5101,6,Budapest Aquincum Auchan posta,216,1309,Budapest,Szentendrei út,115,,POINT (47.55934 19.05007),Szentendrei út 115,,,,,,,,,,,,,,,,,+36 1 437 0054,Budapest_AquincumAuchan_postavezetes@posta.hu,,,,,,,,,,,,,,,,,08:30:00,08:30:00,08:30:00,08:30:00,08:30:00,09:00:00,,08:30:00,08:30:00,08:30:00,08:30:00,08:30:00,09:00:00,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2020-10-03 12:17:26.788131+00:00,,,47.559349,19.050074,6,Posta,post_office,"{'amenity': 'post_office', 'brand': 'Magyar Posta', 'operator': 'Magyar Posta Zrt.', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'ref:vatin:hu': '10901232-2-44', 'ref:vatin': 'HU10901232', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand:wikidata': 'Q145614', 'contact:email': 'ugyfelszolgalat@posta.hu', 'phone': '+3617678200', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.posta.hu,hupostapo,posta,False,True,2000.0,350.0,220.0,7464151035,OSM_object_type.node,2,0,2020-04-30T06:12:10Z,"{'brand:wikidata': 'Q145614', 'amenity': 'post_office', 'name': 'Posta', 'contact:website': 'https://www.posta.hu', 'addr:city': 'Budapest', 'ref:vatin:hu': '10901232-2-44', 'addr:postcode': '1309', 'contact:youtube': 'https://www.youtube.com/user/magyarpostaofficial', 'contact:facebook': 'https://www.facebook.com/MagyarPosta', 'contact:email': 'ugyfelszolgalat@posta.hu', 'operator': 'Magyar Posta Zrt.', 'ref:vatin': 'HU10901232', 'payment:cash': 'yes', 'branch': 'Budapest Aquincum Auchan posta', 'brand:wikipedia': 'hu:Magyar Posta Zrt.', 'brand': 'Magyar Posta', 'contact:phone': '+36 1 437 0054', 'operator:addr': '1138 Budapest, Dunavirág utca 2-6.', 'source:www.posta.hu:date': '2020-04-25', 'contact:instagram': 'https://www.instagram.com/magyar_posta_zrt', 'payment:debit_cards': 'yes', 'addr:housenumber': '115', 'addr:street': 'Szentendrei út'}",,0,
